,Season,NDiff,ATDiff,EFGDiff,TSDiff,SeedDiff,Winner
0,2003,-13.176939438720154,-0.12791098282042923,-0.01486747480340389,0.002876988300962946,0,1
1,2003,-12.50719275694803,-0.18343279340721796,-0.02327898550724644,-0.02884530046219802,-15,0
2,2003,2.5669961049314054,0.09416256157635483,-0.017068965517241352,-0.022049013581862953,3,0
3,2003,13.139319610454066,0.40217069814693374,-0.0011970640864205073,-0.022046172256219077,5,0
4,2003,-0.13914426801895274,-0.09608992152427942,0.010679132413388137,0.026392970232133384,-1,0
5,2003,-1.7153852468882462,0.012925655197004837,-0.005683837907586864,-0.026990182564013643,7,1
6,2003,13.89815534690986,0.02500441687442334,-0.03266031113137713,-0.02516975489597284,11,1
7,2003,3.864658098496804,-0.07620924694095432,0.07179021082068421,0.07066548161691544,-1,1
8,2003,-10.954934873545866,-0.45117155938594133,-0.02341830969699854,-0.026996627223384584,-9,0
9,2003,-10.650403085429389,0.013197276423507542,-0.028623387737636785,-0.015383275478031644,-13,0
10,2003,-1.347279581803079,0.09619593538301197,0.02575477280513261,0.032732797545850234,11,1
11,2003,1.5919238038599133,0.07585466034755117,0.020456528836374166,0.026390891084959844,-5,0
12,2003,-2.165810952832686,-0.17300810798568644,0.02347360242097085,0.008550078980627429,-7,0
13,2003,-14.961808610709298,-0.6731677114774398,-0.009292973404439908,0.002017558532359187,-15,0
14,2003,3.4782760422650796,0.12075434963450682,-0.03402286719958947,-0.0333260582241075,9,1
15,2003,1.897018801262206,-0.11095551510059298,-6.476460225890435e-05,-0.004744458292858744,-9,1
16,2003,8.590745263902292,0.11875936605967041,-0.0010905316560931855,-0.010148000164487025,7,1
17,2003,10.6527872094089,0.23989937106918235,-0.002000194632318708,0.00276183254230844,3,0
18,2003,2.3837362921334915,-0.3175277820923763,-0.03707953215518156,-0.03935902765790433,7,0
19,2003,-7.152425991240975,-0.23358149579449883,-0.037406441810133084,-0.023263540206684974,-13,0
20,2003,-1.065333589479465,0.2897966339410939,0.019212430513068146,0.020759292016272912,3,1
21,2003,18.310226771196625,0.3102466710325258,0.024662620656475398,0.01701579070593684,15,1
22,2003,15.578466662427857,0.36111667303760053,0.01908377014361151,0.013311076918855913,9,1
23,2003,-1.1734486864230291,-0.06017073888725344,0.003815621493546084,-0.0001948011315369147,-5,0
24,2003,2.0332713377141545,-0.020522750263112233,0.014781561007231714,0.02616681642932206,3,1
25,2003,7.334832192136915,0.3071560248030837,0.06440013295534414,0.0602183552641119,-5,0
26,2003,-17.490365521981232,-0.10116940701834509,-0.02868448012711944,-0.014681986158720739,-13,0
27,2003,-5.977082080673426,-0.2950904392764858,-0.06445246313026465,-0.028183294205225584,-1,1
28,2003,2.3372876926800643,0.12300602187538412,0.013693024887109273,-0.007289169711946819,11,1
29,2003,-24.8655272110081,-0.27553191489361695,-0.009084543146890778,-0.001290909160873932,-15,0
30,2003,-0.07420221151458861,-0.10847386376497603,-0.006503407019626151,-0.013211415844040175,-1,1
31,2003,12.69111250107727,0.21674156695002433,0.010241327190547433,0.01654498154882167,13,1
32,2003,5.6501803318508195,0.1612246418195813,0.002446451553594464,0.020831968799773892,11,1
33,2003,-6.733358073598808,-0.1111968036676414,0.019667495004679125,0.024617804253008413,-8,0
34,2003,-4.025215080101162,0.03307104572927355,-0.021912256839127564,-0.018362723148224624,1,0
35,2003,7.309983197383545,0.12941551531370532,-0.055661537126493243,-0.057334395568375496,8,1
36,2003,10.475028975040544,0.012205067169196004,0.010476190476190528,0.003575312957997956,8,1
37,2003,-8.108074926314117,-0.1931529059615864,-0.030060983521474016,-0.05185206336149384,-3,0
38,2003,-8.401789611168638,-0.06410944891957548,-0.03525778440888794,-0.02148163032942707,-1,1
39,2003,10.35954529665274,0.07161120046187475,-0.007286669473404284,-0.0033577638276771626,7,1
40,2003,7.1894965530888015,0.23404223896027188,0.0014652324830713992,0.005194037870304924,8,1
41,2003,8.843545040546672,0.12298612906004991,-0.011388699221015708,0.013981064268449472,8,0
42,2003,5.905345312035507,-0.0031378507373949205,-0.029842498391413397,-0.023650863908397324,8,0
43,2003,-8.6133022041994,-0.11174103237095379,-0.010721474728768499,-0.008517914664813775,-8,0
44,2003,-1.254334784717642,-0.080928485868756,-0.010718194237078094,0.0039075947658834265,3,0
45,2003,-6.97672881871884,-0.29080757620281583,-0.05463020617130204,-0.033728626017613395,-5,1
46,2003,17.998096255170367,-0.024486515020635258,0.06651728280862912,0.042927598679400214,5,1
47,2003,4.541804337463475,0.2634400595681311,0.023396117595276766,0.025045331472964283,3,1
48,2003,5.096268917158284,0.19348232448182967,0.011838311414151592,-0.004637194372350439,8,1
49,2003,-7.26080478357612,0.12999560825647793,0.0020665753646302853,0.010778273184655185,-4,0
50,2003,4.501887831521657,0.13729428706552538,0.009444882925545905,-0.00503467165917626,1,1
51,2003,-0.3432152546763376,0.11446265938069211,-0.015595394706438781,-0.007659983550370342,-4,0
52,2003,7.44900630166579,-0.02603113744626473,0.026444147752558878,-0.0011801361211296602,1,0
53,2003,-9.354859285089375,-0.40354205843554414,-0.019019108787992678,-0.0031967780649857502,-1,1
54,2003,4.4368587925500975,-0.04446814083136896,-0.045911896168616795,-0.04168293755418295,11,1
55,2003,7.462845827480763,0.25596688161770564,-0.009133336305940709,-0.001564226759665388,7,1
56,2003,2.677505747945844,0.0903357572493042,-0.02815650898531097,-0.015661474854315904,4,1
57,2003,0.7507160000612032,-0.07019420938300414,0.008863871635610754,0.0021758180053239595,-1,1
58,2003,-3.58170993900508,0.0515204678362573,-0.0027501337613696775,0.013235890139273399,-2,1
59,2003,-2.891070427916844,-0.10183079453622246,-0.0007765761619880074,0.0011139782605245063,-2,1
60,2003,4.839147626244255,0.14408878614898335,-0.003314032776275344,-0.010799551678203123,6,1
61,2003,-4.3903426249860615,0.07958907335452725,0.011428571428571455,0.029690167850979776,-1,0
62,2003,0.3169864598003187,-0.018946943172636788,-0.01677178099012111,-0.010672184540484464,2,0
63,2003,-6.163721964966683,-0.02430832837765129,-0.011614401858304313,-0.005847538348231374,-1,1
64,2004,5.883766811910434,0.10365853658536583,-0.011048683434451423,-0.015161418800546667,0,0
65,2004,5.520101441372518,0.2750649350649351,-0.02250823888754927,-0.027585501992696493,-1,0
66,2004,-15.01086102111374,-0.1639257294429708,-0.048616865402346776,-0.03320911732385978,-13,0
67,2004,-1.1600429824723903,-0.02361935375276225,0.0035961653118368186,0.005957980186598433,3,1
68,2004,19.894741547979592,0.40750606153741087,0.054073953298272026,0.05424775802399162,15,1
69,2004,-22.719865138595566,-0.39041976594671135,-0.08144088327574567,-0.07378166491402294,-13,0
70,2004,4.776599373217522,-0.27885218230045816,-0.06239902331055042,-0.04035121858069024,-7,1
71,2004,4.4975412439217735,0.2737050363744382,0.04446486583148712,0.06130247678913214,-9,0
72,2004,7.196402076744377,0.0877963231736818,-0.06152132170387664,-0.05928376862765283,-3,1
73,2004,-8.12789217010193,-0.05496083945689301,-0.0701706098550916,-0.06267403346908318,5,1
74,2004,-0.3388225919205894,-0.25452063714686446,-0.030023959319142146,-0.034923342834440985,1,1
75,2004,21.64255632700244,0.5401567944250871,0.08510121471691101,0.0766055637040629,15,1
76,2004,-20.098970577376974,-0.4348857255320103,-0.039531560961055145,-0.03791112363312554,-15,0
77,2004,-1.3605117375330167,0.15349827081670653,-0.03925198775790151,-0.05429111236484674,7,1
78,2004,6.0993872662988196,0.19422036556868005,-0.04874920312895553,-0.04695361728872627,11,1
79,2004,-0.7534265925442298,0.12439883492515058,-0.019446935770717766,-0.007081502906104986,1,1
80,2004,0.5129230880785229,0.2564308875323411,0.0012336127229743976,0.023827276421851562,9,1
81,2004,4.335479822260339,-0.2890255790789835,0.045101032432581345,0.03593878063531075,-5,0
82,2004,-10.229403399527726,-0.37410938225049484,-0.005915004220569675,-0.005149334134078809,-9,0
83,2004,-8.851297457567469,0.007045936201249603,-0.02627196113052077,-0.014770935054998047,-11,0
84,2004,1.3557658354885973,0.03051679288560849,0.02599097778646342,0.02852258646433259,-7,0
85,2004,-1.9840183275280907,0.02118558009647109,0.01201510354712898,0.020293840225844018,9,1
86,2004,17.757913758334297,0.32586206896551717,0.03421391673517471,0.018396793920482657,15,1
87,2004,0.9329013063033784,0.018880835318566547,-0.0015925093269156254,-0.0024309973298665133,-3,0
88,2004,-12.751284528413478,0.14577647141157535,-0.038884635258136124,-0.020559086762736323,-13,0
89,2004,-3.0813551188688706,0.02826510721247555,0.004975701411521927,-0.014340125602987475,-11,0
90,2004,18.13774525147116,0.1620079451065366,0.019215298445540818,0.014718206253068411,13,1
91,2004,2.4568799078505066,0.05040890427228617,-0.002482697649255461,-0.013975106098597534,7,0
92,2004,-8.018552540713486,-0.10854958162108952,0.004284638990214806,0.008190557093097461,-11,0
93,2004,-6.220843219368305,-0.23412169664667992,0.02041550192619468,0.033249013425101226,1,0
94,2004,5.880632888427854,-0.13996479449275934,0.007075201007645915,0.010871447770901432,-5,0
95,2004,10.987778946695371,0.41837127902122595,0.04167650420129121,0.03775124043445177,5,1
96,2004,-5.292137378349707,-0.021894966495246804,0.02104280647061396,0.006452684741658721,3,1
97,2004,12.653794523096892,0.27833121532405547,0.01407531138213236,0.019220263757398492,7,0
98,2004,-16.717246008822386,-0.300744416873449,-0.015436747989392652,0.0031807753287038665,-5,0
99,2004,-9.498446173791251,0.00374688756943109,-0.02124951991383961,-0.025392039851082737,-7,0
100,2004,-10.341180969302243,-0.24863965550988443,-0.07590255697735132,-0.07141035952155461,-8,1
101,2004,-14.041849855559036,-0.22862797236994936,-0.06874348367134164,-0.052393046480408656,-7,0
102,2004,1.4789411421282637,0.27380454310535773,0.018250438908065547,0.01377451905561089,-1,1
103,2004,5.706494834282907,-0.007785644656508328,-0.018147802793224088,-0.01885059188685867,3,1
104,2004,-4.974714410829648,0.21726721145182926,0.041116072549219396,0.022691096027656954,8,1
105,2004,7.1279653329686,-0.16905031624657796,0.043516758297800995,0.03451514903564856,3,1
106,2004,-5.664984875840901,0.009148636107883856,0.006096781174989241,0.003668293689642943,-1,1
107,2004,-1.2079612112077314,-0.1813601572923249,0.015690690690690623,0.02564829724797313,-8,0
108,2004,9.772978081916932,0.08989941918118705,0.059345634857332796,0.05570660991066645,5,1
109,2004,-1.0385093624175,0.1379380122086944,-0.017319221647738137,-0.002158677590951341,-3,0
110,2004,-4.704078196940728,0.21527717154081194,-0.02846803063645964,-0.032423037568357405,-8,1
111,2004,1.2835736735839731,0.2226715614100525,-0.011884866867306498,-0.02361216098350627,-3,1
112,2004,-3.1593341351224637,0.19035266816168528,-0.013362182479829565,-0.011663511206096988,-5,1
113,2004,1.8650584918482451,0.30761082492926073,-0.018152587565370748,-0.028561622987499424,3,0
114,2004,-8.197017191172975,-0.020204860413737702,-0.015370194363320322,0.002959929162287045,-4,0
115,2004,-0.31345764561312706,0.016183481510114728,-0.03522371821025427,-0.03782630746288995,-1,0
116,2004,-13.004359853940969,-0.36407942761137835,-0.029595432445693404,-0.016477037168398323,-3,0
117,2004,-6.375991506667475,0.3298122202876874,-0.008160820603333563,-0.0199242404909854,-4,0
118,2004,-1.3057816062951275,0.07466977466977487,-0.03523959670650939,-0.02497383550441945,-7,0
119,2004,0.9214648610599596,0.09559468605088361,-0.017306502539447655,-0.026605506407331392,-5,0
120,2004,-3.424958934342328,-0.09085111002551138,0.01458747120159637,0.013416169620182439,-4,1
121,2004,14.49382068255197,0.42957042957042957,0.014375474882956985,-0.004731991192788776,6,1
122,2004,3.2083073687907415,0.21671357098186372,0.008773854337467246,0.005298168072709997,1,0
123,2004,-8.848048429316549,0.07047394070952784,-0.023338532514971644,-0.031563931758816555,-6,0
124,2004,-5.310523403766979,0.1753425342534254,-0.019527776754757475,-0.0159344361228273,-1,0
125,2004,-0.4461098425814072,-0.31867163673331067,0.0009397891117887136,0.023880319661328753,1,0
126,2004,6.107087823004548,0.17466977466977474,0.023571640120669146,0.020487159682565648,1,0
127,2004,-6.788016775980864,-0.30287490287490293,0.0001895805297688069,0.015781986495414513,-1,0
128,2005,-6.547355108915326,0.36150475177948627,0.050106563086317,0.046575018477457486,0,1
129,2005,10.748267847514157,0.27429846938775504,0.06127139489757538,0.04654958469193449,-11,0
130,2005,-0.9747971224383747,-0.42521254320240165,0.009967987400926137,-0.0006417615713568692,-9,0
131,2005,-8.343568838819323,-0.04844124700239805,0.0255946611806932,0.016383080412535556,-3,0
132,2005,-2.494337790154887,-0.17779114804647844,-0.04783142690940856,-0.055210744187345284,-11,0
133,2005,21.85217894679768,0.5890932310007142,0.05691087179202603,0.05448438016665569,15,1
134,2005,13.215377740435017,0.14010549872122757,-0.009941589429126263,-0.005166244768314399,13,1
135,2005,1.6393097374939316,-0.09134935389841403,0.04094452777106761,0.029494901894347114,1,0
