,Season,WinPCTDiff,PPGDiff,APGDiff,Winner,SeedDiff
0,1985,0.030303030303030276,4.400000000000006,-2.4303030303030297,0,-1
1,1985,0.05931034482758624,-1.2248275862068851,-1.3351724137931171,0,-5
2,1985,-0.5466155810983397,-9.982120051085573,10.132822477650066,0,15
3,1985,-0.062169312169312096,-3.1997354497354564,-1.022486772486772,0,-1
4,1985,-0.02592592592592602,-8.477777777777774,-7.400000000000006,0,11
5,1985,0.13824884792626735,-0.47811059907834874,-4.66935483870968,0,-7
6,1985,-0.35164835164835173,-7.269230769230774,2.832417582417591,0,7
7,1985,-0.028735632183907955,11.38505747126436,11.963218390804599,1,-9
8,1985,0.24193548387096775,7.5111662531017345,-0.018610421836228852,1,-13
9,1985,0.009852216748768461,-7.960591133004932,-5.044334975369459,0,3
10,1985,0.09236453201970451,5.854679802955673,4.934729064039416,1,-9
11,1985,0.16666666666666674,18.875,9.075000000000003,1,-15
12,1985,0.11264367816091947,2.656321839080462,-4.0448275862068925,1,-7
13,1985,0.2571428571428571,-8.652380952380952,-13.278571428571425,1,-15
14,1985,-0.12388250319284799,15.52745849297574,11.530012771392087,0,1
15,1985,0.1333333333333333,1.9000000000000057,0.3999999999999915,1,-9
16,1985,-0.033333333333333326,-1.981481481481481,-1.3666666666666671,0,3
17,1985,0.14323607427055696,-5.781167108753323,-6.684350132625994,0,-5
18,1985,-0.017879948914431676,-3.5747126436781542,2.3627075351213165,0,11
19,1985,-0.11749680715197963,-0.48914431673053116,3.676883780332048,0,5
20,1985,-0.05990783410138245,8.132488479262676,9.4873271889401,0,13
21,1985,-0.027649769585253448,8.881336405529964,11.966589861751153,0,11
22,1985,-0.023809523809523725,0.9783549783549859,2.3982683982683994,0,7
23,1985,-0.39655172413793105,-6.791777188328922,2.57957559681698,0,13
24,1985,0.2142857142857143,11.857142857142861,4.392857142857153,1,-15
25,1985,0.1428571428571428,4.142857142857139,-1.7857142857142918,1,9
26,1985,-0.011083743842364546,4.035714285714292,9.545566502463046,0,11
27,1985,0.05747126436781613,2.1264367816091863,3.896551724137936,1,-3
28,1985,0.05476190476190468,-6.359523809523807,-4.407142857142858,1,-3
29,1985,-0.06896551724137923,-6.655172413793096,-6.275862068965509,1,5
30,1985,0.22043010752688175,-1.598924731182791,-6.401075268817202,1,-13
31,1985,-0.023399014778325178,1.9470443349753594,2.1859605911329965,1,-1
32,1985,0.1459770114942529,5.688505747126442,3.7448275862068954,0,-8
33,1985,-0.09833971902937422,-10.120051085568335,-2.418901660280973,0,7
34,1985,0.3285714285714286,17.05952380952381,9.316666666666663,0,-8
35,1985,-0.25,0.2857142857142918,8.285714285714292,0,-1
36,1985,-0.10000000000000009,-9.86666666666666,-11.766666666666666,0,1
37,1985,-0.027649769585253448,-4.8847926267281,-4.8110599078341,0,5
38,1985,0.09259259259259267,18.240740740740733,10.903703703703698,1,-8
39,1985,0.26363636363636367,10.800000000000011,2.70303030303031,1,-8
40,1985,0.13333333333333341,3.933333333333337,1.8666666666666671,0,-5
41,1985,0.14323607427055696,4.356763925729439,-1.7188328912466773,0,-8
42,1985,-0.05005561735261399,2.889877641824242,6.348164627363744,0,5
43,1985,0.03823178016726403,-9.366786140979698,-10.830346475507774,1,-3
44,1985,0.15476190476190477,6.335497835497833,1.2911255411255382,0,8
45,1985,-0.16321839080459777,-9.10459770114943,-2.9896551724137908,0,5
46,1985,0.0,-0.41379310344827047,0.7931034482758577,0,8
47,1985,-0.23768472906403948,-8.267241379310349,-2.3140394088670035,1,7
48,1985,-0.09259259259259256,10.092592592592581,18.992592592592587,0,3
49,1985,-0.032258064516129004,-2.677419354838719,-4.193548387096776,0,1
50,1985,0.28116710875331563,0.25331564986737476,-4.92572944297082,1,-9
51,1985,-0.09523809523809523,12.333333333333329,11.711904761904762,1,-4
52,1985,-0.010344827586206806,5.5,4.57586206896552,1,-4
