Season,TeamID,Wins,Loses,WinPCT,PointsScored,PointsAllowed,PPG,APG
1985,1102,5,19,0.20833333333333334,1514,1653,63.083333333333336,68.875
1985,1103,9,14,0.391304347826087,1404,1474,61.04347826086956,64.08695652173913
1985,1104,21,9,0.7,2055,1821,68.5,60.7
1985,1106,10,14,0.4166666666666667,1719,1810,71.625,75.41666666666667
1985,1108,19,6,0.76,2075,1876,83.0,75.04
1985,1109,1,23,0.041666666666666664,1292,1991,53.833333333333336,82.95833333333333
1985,1110,7,18,0.28,1736,1930,69.44,77.2
1985,1111,10,14,0.4166666666666667,1611,1678,67.125,69.91666666666667
1985,1112,18,9,0.6666666666666666,1796,1602,66.51851851851852,59.333333333333336
1985,1113,11,16,0.4074074074074074,1828,1938,67.70370370370371,71.77777777777777
1985,1114,17,13,0.5666666666666667,2157,2093,71.9,69.76666666666667
1985,1116,21,12,0.6363636363636364,2156,2036,65.33333333333333,61.696969696969695
1985,1117,11,14,0.44,1601,1673,64.04,66.92
1985,1119,15,13,0.5357142857142857,1856,1867,66.28571428571429,66.67857142857143
1985,1120,18,11,0.6206896551724138,2040,1933,70.34482758620689,66.65517241379311
1985,1121,7,19,0.2692307692307692,1663,1975,63.96153846153846,75.96153846153847
1985,1122,6,17,0.2608695652173913,1468,1665,63.82608695652174,72.3913043478261
1985,1123,13,16,0.4482758620689655,2225,2177,76.72413793103448,75.06896551724138
1985,1124,7,17,0.2916666666666667,1883,1993,78.45833333333333,83.04166666666667
1985,1126,6,19,0.24,1678,1997,67.12,79.88
1985,1129,12,13,0.48,1678,1643,67.12,65.72
1985,1130,16,10,0.6153846153846154,1947,1810,74.88461538461539,69.61538461538461
1985,1131,14,14,0.5,1916,1862,68.42857142857143,66.5
1985,1132,11,15,0.4230769230769231,1752,1818,67.38461538461539,69.92307692307692
1985,1133,16,12,0.5714285714285714,1969,1926,70.32142857142857,68.78571428571429
1985,1134,11,13,0.4583333333333333,1651,1668,68.79166666666667,69.5
1985,1135,8,18,0.3076923076923077,1736,1811,66.76923076923077,69.65384615384616
1985,1137,15,10,0.6,1775,1718,71.0,68.72
1985,1139,16,8,0.6666666666666666,1636,1611,68.16666666666667,67.125
1985,1140,15,14,0.5172413793103449,2175,2159,75.0,74.44827586206897
1985,1141,6,18,0.25,1663,1808,69.29166666666667,75.33333333333333
1985,1143,10,15,0.4,1498,1554,59.92,62.16
1985,1144,2,21,0.08695652173913043,1375,1680,59.78260869565217,73.04347826086956
1985,1145,18,9,0.6666666666666666,1931,1713,71.51851851851852,63.44444444444444
1985,1147,4,20,0.16666666666666666,1529,1806,63.708333333333336,75.25
1985,1149,10,13,0.43478260869565216,1522,1592,66.17391304347827,69.21739130434783
1985,1150,4,21,0.16,1684,1951,67.36,78.04
1985,1151,19,7,0.7307692307692307,1811,1700,69.65384615384616,65.38461538461539
1985,1152,14,11,0.56,1812,1760,72.48,70.4
1985,1153,14,13,0.5185185185185185,1723,1813,63.81481481481482,67.14814814814815
1985,1154,15,10,0.6,1885,1880,75.4,75.2
1985,1155,15,12,0.5555555555555556,2011,1938,74.48148148148148,71.77777777777777
1985,1156,18,8,0.6923076923076923,2068,1896,79.53846153846153,72.92307692307692
1985,1159,1,21,0.045454545454545456,1026,1277,46.63636363636363,58.04545454545455
1985,1160,8,17,0.32,1772,1946,70.88,77.84
1985,1161,16,12,0.5714285714285714,1915,1868,68.39285714285714,66.71428571428571
1985,1162,12,13,0.48,1488,1533,59.52,61.32
1985,1163,13,15,0.4642857142857143,1991,1993,71.10714285714286,71.17857142857143
1985,1165,12,12,0.5,1473,1418,61.375,59.083333333333336
1985,1166,13,12,0.52,1802,1854,72.08,74.16
1985,1168,16,13,0.5517241379310345,2002,1970,69.03448275862068,67.93103448275862
1985,1171,5,20,0.2,1561,1820,62.44,72.8
1985,1172,8,19,0.2962962962962963,1797,1881,66.55555555555556,69.66666666666667
1985,1173,19,9,0.6785714285714286,1947,1809,69.53571428571429,64.60714285714286
1985,1174,11,14,0.44,1710,1829,68.4,73.16
1985,1175,10,15,0.4,1719,1812,68.76,72.48
1985,1177,18,9,0.6666666666666666,1935,1728,71.66666666666667,64.0
1985,1178,15,12,0.5555555555555556,1990,1983,73.70370370370371,73.44444444444444
1985,1179,9,15,0.375,1565,1643,65.20833333333333,68.45833333333333
1985,1180,10,18,0.35714285714285715,1875,2022,66.96428571428571,72.21428571428571
1985,1181,22,7,0.7586206896551724,2298,1969,79.24137931034483,67.89655172413794
1985,1182,9,18,0.3333333333333333,1715,1920,63.51851851851852,71.11111111111111
1985,1183,17,10,0.6296296296296297,2012,1902,74.51851851851852,70.44444444444444
1985,1184,12,13,0.48,1605,1617,64.2,64.68
1985,1185,14,13,0.5185185185185185,2030,2006,75.18518518518519,74.29629629629629
1985,1186,8,15,0.34782608695652173,1485,1654,64.56521739130434,71.91304347826087
1985,1187,4,21,0.16,1594,1833,63.76,73.32
1985,1190,8,18,0.3076923076923077,1721,1908,66.1923076923077,73.38461538461539
1985,1191,11,16,0.4074074074074074,1910,2008,70.74074074074075,74.37037037037037
1985,1192,19,9,0.6785714285714286,1901,1812,67.89285714285714,64.71428571428571
1985,1193,10,17,0.37037037037037035,2001,2125,74.11111111111111,78.70370370370371
1985,1196,17,11,0.6071428571428571,2027,1916,72.39285714285714,68.42857142857143
1985,1197,8,16,0.3333333333333333,1757,1879,73.20833333333333,78.29166666666667
1985,1199,10,16,0.38461538461538464,1938,1914,74.53846153846153,73.61538461538461
1985,1200,19,11,0.6333333333333333,2018,1912,67.26666666666667,63.733333333333334
1985,1201,20,8,0.7142857142857143,1665,1531,59.464285714285715,54.67857142857143
1985,1202,5,21,0.19230769230769232,1609,1794,61.88461538461539,69.0
1985,1203,13,14,0.48148148148148145,1886,1776,69.85185185185185,65.77777777777777
1985,1204,20,5,0.8,1720,1493,68.8,59.72
1985,1206,17,11,0.6071428571428571,2197,2055,78.46428571428571,73.39285714285714
1985,1207,25,2,0.9259259259259259,2045,1622,75.74074074074075,60.074074074074076
1985,1208,19,8,0.7037037037037037,2095,1841,77.5925925925926,68.18518518518519
1985,1209,1,25,0.038461538461538464,1718,2199,66.07692307692308,84.57692307692308
1985,1210,24,7,0.7741935483870968,2198,1908,70.90322580645162,61.54838709677419
1985,1211,12,13,0.48,1424,1459,56.96,58.36
1985,1212,6,18,0.25,1472,1744,61.333333333333336,72.66666666666667
1985,1215,8,17,0.32,1632,1715,65.28,68.6
1985,1216,6,20,0.23076923076923078,1703,1961,65.5,75.42307692307692
1985,1217,12,9,0.5714285714285714,1360,1346,64.76190476190476,64.0952380952381
1985,1218,10,18,0.35714285714285715,1945,2046,69.46428571428571,73.07142857142857
1985,1220,11,15,0.4230769230769231,1885,1921,72.5,73.88461538461539
1985,1221,8,19,0.2962962962962963,1859,2026,68.85185185185185,75.03703703703704
1985,1222,13,13,0.5,2008,1993,77.23076923076923,76.65384615384616
1985,1223,17,8,0.68,1708,1593,68.32,63.72
1985,1224,16,10,0.6153846153846154,1729,1639,66.5,63.03846153846154
1985,1225,5,21,0.19230769230769232,1845,2025,70.96153846153847,77.88461538461539
1985,1226,10,18,0.35714285714285715,2079,2135,74.25,76.25
1985,1227,13,13,0.5,1824,1925,70.15384615384616,74.03846153846153
1985,1228,23,8,0.7419354838709677,2115,1778,68.2258064516129,57.354838709677416
1985,1229,20,7,0.7407407407407407,1933,1772,71.5925925925926,65.62962962962963
1985,1231,15,13,0.5357142857142857,1965,1839,70.17857142857143,65.67857142857143
1985,1232,11,15,0.4230769230769231,1986,2046,76.38461538461539,78.6923076923077
1985,1233,25,4,0.8620689655172413,2159,1946,74.44827586206897,67.10344827586206
1985,1234,20,10,0.6666666666666666,2092,1778,69.73333333333333,59.266666666666666
1985,1235,17,12,0.5862068965517241,2086,1977,71.93103448275862,68.17241379310344
1985,1238,8,16,0.3333333333333333,1600,1745,66.66666666666667,72.70833333333333
1985,1239,13,14,0.48148148148148145,1855,1806,68.70370370370371,66.88888888888889
1985,1241,12,14,0.46153846153846156,1614,1659,62.07692307692308,63.80769230769231
1985,1242,23,7,0.7666666666666667,2281,2112,76.03333333333333,70.4
1985,1243,12,14,0.46153846153846156,1779,1759,68.42307692307692,67.65384615384616
1985,1245,16,12,0.5714285714285714,2023,1985,72.25,70.89285714285714
1985,1246,16,12,0.5714285714285714,1837,1771,65.60714285714286,63.25
1985,1247,15,13,0.5357142857142857,2060,2096,73.57142857142857,74.85714285714286
1985,1248,13,13,0.5,1638,1665,63.0,64.03846153846153
1985,1249,19,11,0.6333333333333333,2240,2013,74.66666666666667,67.1
1985,1250,11,18,0.3793103448275862,1907,2036,65.75862068965517,70.20689655172414
1985,1253,2,23,0.08,1601,1877,64.04,75.08
1985,1254,11,13,0.4583333333333333,1776,1795,74.0,74.79166666666667
1985,1256,26,2,0.9285714285714286,2170,1815,77.5,64.82142857142857
1985,1257,14,14,0.5,1923,1928,68.67857142857143,68.85714285714286
1985,1258,7,16,0.30434782608695654,1532,1642,66.6086956521739,71.3913043478261
1985,1259,14,13,0.5185185185185185,1884,1882,69.77777777777777,69.70370370370371
1985,1260,25,5,0.8333333333333334,2575,2372,85.83333333333333,79.06666666666666
1985,1261,19,9,0.6785714285714286,2074,1935,74.07142857142857,69.10714285714286
1985,1263,10,17,0.37037037037037035,1850,2012,68.51851851851852,74.51851851851852
1985,1264,8,20,0.2857142857142857,1803,1919,64.39285714285714,68.53571428571429
1985,1265,16,12,0.5714285714285714,1753,1648,62.607142857142854,58.857142857142854
1985,1266,18,10,0.6428571428571429,1841,1666,65.75,59.5
1985,1267,19,12,0.6129032258064516,2295,2138,74.03225806451613,68.96774193548387
1985,1268,22,11,0.6666666666666666,2372,2179,71.87878787878788,66.03030303030303
1985,1269,12,15,0.4444444444444444,1754,1810,64.96296296296296,67.03703703703704
1985,1270,14,10,0.5833333333333334,1797,1753,74.875,73.04166666666667
1985,1271,2,23,0.08,1482,1935,59.28,77.4
1985,1272,26,3,0.896551724137931,2179,1876,75.13793103448276,64.6896551724138
1985,1273,20,8,0.7142857142857143,2213,1989,79.03571428571429,71.03571428571429
1985,1275,18,10,0.6428571428571429,2040,1916,72.85714285714286,68.42857142857143
1985,1276,25,3,0.8928571428571429,2233,1935,79.75,69.10714285714286
1985,1277,19,9,0.6785714285714286,2027,1851,72.39285714285714,66.10714285714286
1985,1278,13,15,0.4642857142857143,1854,1943,66.21428571428571,69.39285714285714
1985,1279,8,17,0.32,1455,1669,58.2,66.76
1985,1280,11,15,0.4230769230769231,1669,1678,64.1923076923077,64.53846153846153
1985,1281,16,13,0.5517241379310345,2057,2034,70.93103448275862,70.13793103448276
1985,1283,13,13,0.5,1806,1763,69.46153846153847,67.8076923076923
1985,1284,9,15,0.375,1682,1779,70.08333333333333,74.125
1985,1285,18,7,0.72,1740,1598,69.6,63.92
1985,1286,9,16,0.36,1736,1779,69.44,71.16
1985,1287,3,20,0.13043478260869565,1412,1693,61.391304347826086,73.6086956521739
1985,1288,2,24,0.07692307692307693,1799,2403,69.1923076923077,92.42307692307692
1985,1290,11,11,0.5,1739,1625,79.04545454545455,73.86363636363636
1985,1292,13,13,0.5,1748,1745,67.23076923076923,67.11538461538461
1985,1293,16,8,0.6666666666666666,1587,1430,66.125,59.583333333333336
1985,1296,9,16,0.36,1684,1825,67.36,73.0
1985,1298,23,5,0.8214285714285714,2190,1885,78.21428571428571,67.32142857142857
